Date of Offense,Time of Offense,Date Offense Reported,Report Year,Month,CCN,District,Block Location,Type of Hate Bias,Targeted Group,Top Offense Type,Address,gcode,lat,long,zipcodes
2013-07-21,418,2013-07-21,2013,7,13101721,3,2100 B/O blk of 18th St NW,Race,White,ADW,2100   18th St NW Washington DC,"2100, 18th Street Northwest, Adams Morgan, Washington, District of Columbia, 20009, United States",38.9179498,-77.0419158,20009
2013-07-26,2340-2349,2013-07-26,2013,7,13104935,1,600 B/O H St NW,Gender Identity/Expression,Not Reported,Simple Assault,600  H St NW Washington DC,"600, H Street Northwest, Chinatown, Washington, District of Columbia, 20001, United States",38.899729,-77.020065,20001
2013-07-27,126,2013-07-27,2013,7,13105009,3,1700 B/O Euclid St NW,Race,White,Robbery,1700  Euclid St NW Washington DC,"1700, Euclid Street Northwest, Adams Morgan, Washington, District of Columbia, 20009, United States",38.923073,-77.039147,20009
2013-08-12,0025-0030,2013-08-12,2013,8,13113804,7,2500 B/O Alabama Ave SE,Sexual Orientation,Not Reported,Simple Assault,2500  Alabama Ave SE Washington DC,"2500, Alabama Avenue Southeast, Knox Hill/Buena Vista, Washington, District of Columbia, 20020, United States",38.857014,-76.969961,20020
2013-08-12,2040-2042,2013-08-12,2013,8,13114264,7,1500 B/O Savannah St SE,Race,White,ADW,1500  Savannah St SE Washington DC,"1500, Savannah Street Southeast, Douglass, Washington, District of Columbia, 20032, United States",38.844745,-76.983191,20032
2013-08-24,51,2013-08-24,2013,8,13120264,3,1400 B/O V St NW,Gender Identity/Expression,Not Reported,ADW,1400  V St NW Washington DC,"1400, V Street Northwest, Greater U Street Historic District, Washington, District of Columbia, 20009, United States",38.91803,-77.032961,20009
2013-09-03,2133,2013-09-03,2013,9,13125881,6,4500 B/O Benning Rd SE,Ethnicity/National Origin,Asian,Simple Assault,4500  Benning Rd SE Washington DC,"4500, Benning Road Southeast, Washington, District of Columbia, 20019, United States",38.889554,-76.937334,20019
2013-09-08,1555-1559,2013-09-08,2013,9,13128491,1,600 B/O H St NW,Race,Asian,Simple Assault,600  H St NW Washington DC,"600, H Street Northwest, Chinatown, Washington, District of Columbia, 20001, United States",38.899729,-77.020065,20001
2013-09-14,150,2013-09-14,2013,9,13131421,5,2000 B/O 2nd St NE,Sexual Orientation,Not Reported,Simple Assault,2000  2nd St NE Washington DC,"2000, 2nd Street Northeast, Eckington, Washington, District of Columbia, 20002, United States",38.91712,-77.003612,20002
2013-09-17,13-133719,2013-09-17,2013,9,13133719,2,2600 B/O Connecticut Ave NW,Religion,Jewish,Damage/Defacing/Destruction of Property,2600  Connecticut Ave NW Washington DC,"Chipotle, 2600, Connecticut Avenue Northwest, Woodley Park, Washington, District of Columbia, 20008, United States",38.9236967,-77.0518863,20008
2013-09-28,13-139078,2013-09-28,2013,9,13139078,6,100 B/O 58th St SE,Sexual Orientation,Not Reported,ADW,100  58th St SE Washington DC,"100, 58th Street Southeast, Capitol View, Washington, Prince George's County, District of Columbia, 20019, United States",38.88832665268154,-76.91731585908165,20019
2013-10-08,2230-2238,2013-10-08,2013,10,13145014,7,2600 B/O Stanton Rd SE,Sexual Orientation,Not Reported,Robbery,2600  Stanton Rd SE Washington DC,"2600, Stanton Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States",38.858586,-76.99303716754704,20020
2013-10-17,1643,2013-10-17,2013,10,13149438,6,5300 B/O E St SE,Sexual Orientation,Not Reported,Damage/Defacing/Destruction of Property,5300  E St SE Washington DC,"5300, E Street Southeast, Marshall Heights, Washington, District of Columbia, 20019, United States",38.882058,-76.926563,20019
2013-10-26,1500,2013-10-26,2013,10,13155414,1,1100 B/O Pennsylvania Ave SE,Gender Identity/Expression,Not Reported,Simple Assault,1100  Pennsylvania Ave SE Washington DC,"Pennsylvania Avenue Southeast, Capitol Hill, Washington, District of Columbia, 20003, United States",38.8833144,-76.9925478,20003
2013-11-07,1800-1045,2013-11-08,2013,11,13161121,2,1500 B/O K St NW,Religion,Jewish,Damage/Defacing/Destruction of Property,1500  K St NW Washington DC,"WashingtonFirst Bank, 1500, K Street Northwest (access road), Golden Triangle, Washington, District of Columbia, 20420, United States",38.9021892,-77.0349358,20420
2013-12-18,1951,2013-12-18,2013,12,13180758,3,2100 B/O 16th St NW,Race,Black,Simple Assault,2100  16th St NW Washington DC,"2100, 16th Street Northwest, Dupont Circle, Washington, District of Columbia, 20012, United States",38.9182644,-77.036927,20012
2013-12-19,0815-0820,2013-12-19,2013,12,13180997,7,400 B/O Xenia St SE,Race,Unspecified,ADW,400  Xenia St SE Washington DC,"400, Xenia Street Southeast, Washington Highlands, Washington, District of Columbia, 20032, United States",38.833089,-77.000376,20032
2013-12-30,1231,2013-12-30,2013,12,13186593,7,100 B/O Wayne Pl SE,Sexual Orientation,Not Reported,Simple Assault,100  Wayne Pl SE Washington DC,"100, Wayne Place Southeast, Congress Heights, Washington, District of Columbia, 20032, United States",38.835841,-77.005692,20032
2014-01-03,242,2014-01-01,2014,1,14001090,7,2400 B/O Alabama Ave SE,Sexual Orientation,Not Reported,Robbery,2400  Alabama Ave SE Washington DC,"2400, Alabama Avenue Southeast, Buena Vista, Washington, District of Columbia, 20020, United States",38.851415,-76.972087,20020
2014-01-26,0129-0140,2014-01-26,2014,1,14012327,4,5300 B/O RockCreek Church Rd NE,Sexual Orientation,Not Reported,Simple Assault,5300  Rock Creek Church Rd NE Washington DC,"5300, Rock Creek Church Road Northeast, Fort Totten, Washington, District of Columbia, 20011, United States",38.95431448383981,-77.0074529309696,20011
2014-02-03,1525-1558,2014-02-03,2014,2,14016376,1,Unit B/O 7th St NE,Political Affiliation,Not Reported,Threats,  7th St NE Washington DC,"7th Street Northeast, Near Northeast, Washington, District of Columbia, 20002, United States",38.9000821,-76.9961671,20002
2014-02-03,0745-1600,2014-02-03,2014,2,14016428,3,1700 B/O 1st St NW,Race,Black,Damage/Defacing/Destruction of Property,1700  1st St NW Washington DC,"1700, 1st Street Northwest, Bloomingdale, Washington, District of Columbia, 20001, United States",38.9127523,-77.0123483,20001
2014-02-04,0900-1200,2014-02-04,2014,2,14017169,2,3600 B/O Calvert St NW,Sexual Orientation,Not Reported,Damage/Defacing/Destruction of Property,3600  Calvert St NW Washington DC,"Guy Mason Recreation Center, 3600, Calvert Street Northwest, Washington, District of Columbia, 20007, United States",38.9221431,-77.07120330190045,20007
2014-02-07,0650-0653,2014-02-07,2014,2,14018072,1,400 B/O 2nd St NW,Gender Identity/Expression,Not Reported,Simple Assault,400  2nd St NW Washington DC,"400, 2nd Street Northwest, Downtown East, Washington, District of Columbia, 20001, United States",38.895457020604375,-77.01376016531471,20001
2014-02-12,1000-1005,2014-02-12,2014,2,14020570,2,1100 B/O Connecticut Ave NW,Sexual Orientation,Not Reported,Simple Assault,1100  Connecticut Ave NW Washington DC,"1100, Connecticut Avenue Northwest, Golden Triangle, Washington, District of Columbia, 20036, United States",38.90382,-77.040169,20015
2014-02-18,2135-2140,2014-02-18,2014,2,14023245,3,Unit B/O Channing St NW,Sexual Orientation,Not Reported,Threats,  Channing St NW Washington DC,"Channing Street Northwest, Bloomingdale, Washington, District of Columbia, 20001, United States",38.922372,-77.010797,20001
2014-02-20,2233,2014-02-20,2014,2,14024251,2,1300 B/O Connecticut Ave NW,Religion,Muslim,Damage/Defacing/Destruction of Property,1300  Connecticut Ave NW Washington DC,"Wells Fargo, 1300, Connecticut Avenue Northwest, Golden Triangle, Washington, District of Columbia, 20036, United States",38.9074695,-77.0425541,20036
2014-02-21,1155-1200,2014-02-21,2014,2,14024547,2,1500 B/O K St NW,Religion,Jewish,Damage/Defacing/Destruction of Property,1500  K St NW Washington DC,"WashingtonFirst Bank, 1500, K Street Northwest (access road), Golden Triangle, Washington, District of Columbia, 20420, United States",38.9021892,-77.0349358,20420
2014-02-23,1700-1711,2014-02-23,2014,2,14025713,4,200 B/O Upshur St NW,Disability,Not Reported,Simple Assault,200  Upshur St NW Washington DC,"Hitching Post Restaurant, 200, Upshur Street Northwest, Petworth, Washington, District of Columbia, 20011, United States",38.942045,-77.013773,20011
2014-02-26,2019,2014-02-26,2014,2,14027299,7,1100 B/O Summer Rd SE,Sexual Orientation,Not Reported,Simple Assault,1100  Sumner Rd SE Washington DC,"1100, Sumner Road Southeast, Barry Farm Dwellings, Washington, District of Columbia, 20020, United States",38.861556,-76.998659,20020
2014-03-03,1700,2014-03-03,2014,3,14029582,4,4700 B/O Blagden Terrace NW,Sexual Orientation,Not Reported,Sexual Abuse,4700  Blagden Terrace NW Washington DC,"4700, Blagden Terrace Northwest, Crestwood, Washington, District of Columbia, 20011, United States",38.947929,-77.040848,20011
2014-03-16,1601-1615,2014-03-16,2014,3,14036236,4,5900 B/O Georgia Ave NW,Sexual Orientation,Not Reported,Simple Assault,5900  Georgia Ave NW Washington DC,"Missouri Avenue Market, 5900, Georgia Avenue Northwest, Brightwood, Washington, District of Columbia, 20011, United States",38.9615177,-77.0284286,20012
2014-03-18,1920-1929,2014-03-18,2014,3,14037147,7,1400 B/O Congress Pl SE,Gender Identity/Expression,Not Reported,Threats,1400  Congress Pl SE Washington DC,"1400, Congress Place Southeast, Douglass, Washington, District of Columbia, 20020, United States",38.845807,-76.984574,20020
2014-04-11,1200 - 1000,2014-04-12,2014,4,14051376,4,700 B/O Quincy St NW,Religion,Jewish,Damage/Defacing/Destruction of Property,700  Quincy St NW Washington DC,"700, Quincy Street Northwest, Petworth, Washington, District of Columbia, 20011, United States",38.9375036,-77.0216019855028,20011
2014-04-14,1845-1850,2014-04-14,2014,4,14051643,6,5200 B/O F St SE,Gender Identity/Expression,Not Reported,ADW,5200  F St SE Washington DC,"5200, F Street Southeast, Marshall Heights, Washington, District of Columbia, 20019, United States",38.88155355132545,-76.92798235357536,20019
2014-04-15,1455-1500,2014-04-15,2014,4,14052101,5,600 B/O Michigan Ave NE,Gender Identity/Expression,Not Reported,Robbery,600  Michigan Ave NE Washington DC,"600, Michigan Avenue Northeast, Washington, District of Columbia, 20064, United States",38.93290460207175,-76.99702353902993,20018
2014-04-16,1425-1430,2014-04-16,2014,4,14052514,5,1900 B/O 3rd St NE,Gender Identity/Expression,Not Reported,ADW,1900  3rd St NE Washington DC,"1900, 3rd Street Northeast, Eckington, Washington, District of Columbia, 20002, United States",38.915688,-77.002132,20002
2014-04-19,1900-1901,2014-04-19,2014,4,14054249,3,1700 B/O U St NW,Sexual Orientation,Not Reported,Simple Assault,1700  U St NW Washington DC,"1700, U Street Northwest, Dupont Circle, Washington, District of Columbia, 20009, United States",38.9168491,-77.0387205,20009
2014-04-22,1725,2014-04-22,2014,4,14055712,2,2400 B/O Virginia Ave NW,Homelessness,Not Reported,Simple Assault,2400  Virginia Ave NW Washington DC,"2400, Virginia Avenue Northwest, Foggy Bottom, Washington, District of Columbia, 20037, United States",38.89716565,-77.05147869126907,20052
2014-05-12,1700-1910,2014-05-13,2014,5,14067414,2,1400 B/O K St NW,Religion,Jewish,Damage/Defacing/Destruction of Property,1400  K St NW Washington DC,"PNC Bank, 1400, K Street Northwest (access road), Downtown, Washington, District of Columbia, 20071, United States",38.902167,-77.0324088,20071
2014-05-15,0150-0153,2014-05-15,2014,5,14068447,4,3400 B/O 14th St NW,Gender Identity/Expression,Not Reported,ADW,3400  14th St NW Washington DC,"The Dance Institute of Washington, 3400, 14th Street Northwest, Columbia Heights, Washington, District of Columbia, 20010, United States",38.9314048,-77.0329631,20010
2014-05-20,1618-1620,2014-05-20,2014,5,14071624,1,700 B/O 8TH St SE,Sexual Orientation,Not Reported,Simple Assault,700  8TH St SE Washington DC,"700, 8th Street Southeast, Capitol Hill, Washington, District of Columbia, 20003, United States",38.881145,-76.994866,20003
2014-05-23,439,2014-05-23,2014,5,14073281,2,1200 B/O 25th St NW,Race,White,Damage/Defacing/Destruction of Property,1200  25th St NW Washington DC,"1200, 25th Street Northwest, West End, Washington, District of Columbia, 20037, United States",38.905381,-77.053398,20037
2014-05-24,1248,2014-05-24,2014,5,14074002,7,Unit B/O Forrester St SW,Sexual Orientation,Not Reported,Simple Assault,  Forrester St SW Washington DC,"Forrester Street Southwest, Bellevue, Washington, District of Columbia, 20375, United States",38.8251618,-77.0077989,20032
2014-05-24,1520-1522,2014-05-24,2014,5,14074059,3,1300 B/O Corcoran St NW,Race,Black,Damage/Defacing/Destruction of Property,1300  Corcoran St NW Washington DC,"1300, Corcoran Street Northwest, Logan Circle/Shaw, Washington, District of Columbia, 20009, United States",38.911783,-77.029778,20009
2014-06-08,1500,2014-06-08,2014,6,14082778,6,1600 B/O T St SE,Sexual Orientation,Not Reported,Threats,1600  T St SE Washington DC,"1600, T Street Southeast, Fairlawn, Washington, District of Columbia, 20020, United States",38.867348,-76.982064,20020
2014-06-10,1342-1722,2014-06-10,2014,6,14083820,1,400 B/O New Jersey Ave SE,Religion,Muslim,Threats,400  New Jersey Ave SE Washington DC,"400, New Jersey Avenue Southeast, Capitol Hill, Washington, District of Columbia, 20003, United States",38.884972,-77.007109,20003
2014-06-16,2135-2140,2014-06-16,2014,6,14087553,5,1600 B/O F St NE,Gender Identity/Expression,Not Reported,ADW,1600  F St NE Washington DC,"1600, F Street Northeast, Kingman Park, Washington, District of Columbia, 20002, United States",38.896747,-76.982053,20002
2014-06-18,2335-2338,2014-06-18,2014,6,14088758,4,5000 B/O Georgia Ave NW,Race,Unspecified,ADW,5000  Georgia Ave NW Washington DC,"Georgia Avenue Northwest, Takoma, Washington, District of Columbia, 20012, United States",38.9837103,-77.0265877,20012
2014-06-25,1458,2014-06-25,2014,6,14092699,2,1400 B/O K St NW,Religion,Muslim,Damage/Defacing/Destruction of Property,1400  K St NW Washington DC,"PNC Bank, 1400, K Street Northwest (access road), Downtown, Washington, District of Columbia, 20071, United States",38.902167,-77.0324088,20071
2014-06-29,0226-0233,2014-06-29,2014,6,14095037,4,3400 B/O 14th St NW,Sexual Orientation,Not Reported,Threats,3400  14th St NW Washington DC,"The Dance Institute of Washington, 3400, 14th Street Northwest, Columbia Heights, Washington, District of Columbia, 20010, United States",38.9314048,-77.0329631,20010
2014-07-02,1500-1504,2014-07-02,2014,7,14096982,1,400 B/O L St NW,Sexual Orientation,Not Reported,Simple Assault,400  L St NW Washington DC,"400, L Street Northwest, Mount Vernon Square, Washington, District of Columbia, 20001, United States",38.903651,-77.01696,20001
2014-07-05,0305-0309,2014-07-05,2014,7,14098533,4,3700 B/O Georgia Ave NW,Sexual Orientation,Not Reported,ADW,3700  Georgia Ave NW Washington DC,"3700, Georgia Avenue Northwest, Petworth, Washington, District of Columbia, 20012, United States",38.937121,-77.0247125,20010
2014-07-08,1155,2014-07-08,2014,7,14100355,2,1300 B/O New Hampshire Ave NW,Religion,Jewish,Damage/Defacing/Destruction of Property,1300  New Hampshire Ave NW Washington DC,"1300, New Hampshire Avenue Northwest, Washington, District of Columbia, 20036, United States",38.90739,-77.045672,20036
2014-07-14,2049-2132,2014-07-14,2014,7,14104172,2,1300 B/O New Hampshire Ave NW,Religion,Jewish,Threats,1300  New Hampshire Ave NW Washington DC,"1300, New Hampshire Avenue Northwest, Washington, District of Columbia, 20036, United States",38.90739,-77.045672,20036
2014-07-20,1844-1845,2014-07-20,2014,7,14107657,3,900 B/O U St NW,Gender Identity/Expression,Not Reported,Simple Assault,900  U St NW Washington DC,"900, U Street Northwest, Greater U Street Historic District, Washington, District of Columbia, 20001, United States",38.916912,-77.024114,20009
2014-07-25,817,2014-07-25,2014,7,14110263,7,2200 B/O Savannah St SE,Gender Identity/Expression,Not Reported,ADW,2200  Savannah St SE Washington DC,"2200, Savannah Street Southeast, Shipley, Washington, District of Columbia, 20020, United States",38.8475077,-76.972956,20020
2014-07-27,333,2014-07-27,2014,7,14111571,6,100 B/O 42nd St NE,Gender Identity/Expression,Not Reported,Threats,100  42nd St NE Washington DC,"100, 42nd Street Northeast, Benning, Washington, District of Columbia, 20019, United States",38.890974,-76.942676,20019
2014-07-28,0255-0257,2014-07-28,2014,7,14112064,3,1600 B/O 17th St NW,Race,Black,Simple Assault,1600  17th St NW Washington DC,"1600, 17th Street Northwest, Dupont Circle, Washington, District of Columbia, 20009, United States",38.91125,-77.038588,20009
2014-08-02,1311,2014-08-02,2014,8,14115367,4,100 B/O Longfellow St NW,Race,Black,Simple Assault,100  Longfellow St NW Washington DC,"100, Longfellow Street Northwest, Manor Park, Washington, District of Columbia, 20011, United States",38.957579,-77.01177,20011
